"자료명","저자","출판사","출판년도","소장처","ISBN","카카오제목","카카오작가","카카오번역자","카카오ISBN","카카오출판사","카카오출간일","카카오썸네일","카카오URL","책소개","알라딘표지","알라딘ISBN13","알라딘설명","알라딘카테고리ID","알라딘카테고리명"
"당신은 도전자입니까","이동진 지음","다산북스","2014","자료실","9791130602672 ","당신은 도전자입니까","이동진","","9791130602677.0","다산 3.0","2014-05-07","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1539522%3Ftimestamp%3D20240907112524","https://search.daum.net/search?w=bookpage&bookId=1539522&q=%EB%8B%B9%EC%8B%A0%EC%9D%80+%EB%8F%84%EC%A0%84%EC%9E%90%EC%9E%85%EB%8B%88%EA%B9%8C","재고 따지고 망설이는 그대에게『당신은 도전자입니까』. 열정으로 똘똘 뭉친 청춘 챌린저 이동진이 생각은 많지만 정작 행동에 약한 청춘들을 위해 그만의 특별한 도전 에너지를 전해준다. 10대 시절, 소극적이고 존재감도 없던 그가 어떻게 히말라야 등정, 울진-독도 릴레이 수영, 아마존 정글 마라톤, 자전거 미국횡단, 세계일주와 같은 어렵고 힘든 도전을 해낼 수 있게 되었는지, 그 생생한 이야기를 만나볼 수 있다.    저자는 대학낙방이라는 인생의 첫 실패를 겪고, ‘재수’를 시작으로 자신만의 ‘자기변화 프로젝트’를 실행해나갔다. 소심함을 없애고자 뮤지컬 동아리에 들어 무대에 서고, 약해 빠진 자신을 고치기 위해 해병대에 자원입대를 하는 등 다양한 새로운 시도를 통해 이전에는 몰랐던 자신을 발견하기 시작했다. 그는 모든 도전은 3스텝 안에 끝난다고 이야기하며, 재고 따지느라 시작 한 번 못한 모든 이들에게 도전을 통해 자신을 변화시키는 법과 포기하지 않는법, 두려움과 맞서는 법을 배울 것을 제안한다.","https://image.aladin.co.kr/product/4003/83/coversum/1130602672_1.jpg","9791130602677","27살 청춘 챌린저 이동진은 시작 전 늘 재고 따지고 망설이는 청춘들이 원하는 것을 당장 시작할 수 있도록 힘을 불어넣어주고자 이 책을 썼다. 그는 소심하고 우유부단한 10대 시절을 보냈으나 대학 낙방이라는 첫 실패를 겪으면서 본격적으로 ‘자기변화 프로젝트’를 실행한다.","70241","국내도서>자기계발>20대의 자기계발"
"6.25 전쟁","양영조","대한민국 역사박물관","2014","자료실","9788998443795 ","할아버지가 들려주는 6.25전쟁 이야기","장삼열","","9791197073021.0","보담","2024-01-03","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F6541073%3Ftimestamp%3D20250328155556","https://search.daum.net/search?w=bookpage&bookId=6541073&q=%ED%95%A0%EC%95%84%EB%B2%84%EC%A7%80%EA%B0%80+%EB%93%A4%EB%A0%A4%EC%A3%BC%EB%8A%94+6.25%EC%A0%84%EC%9F%81+%EC%9D%B4%EC%95%BC%EA%B8%B0","1950년 6월 25일, 북한은 선전포고 없이 불법적으로 기습 남침했다. 3년 1개월 동안 지속된 전쟁은 한반도를 파괴하고 피로 적셨다. 방어선이 낙동강까지 밀려 대한민국은 그대로 무너질 위기에 처했지만, 미국을 중심으로 한 유엔(UN)군이 빨리 파병되어 자유 대한민국으로 살아남을 수 있었다. 국군과 유엔군은 대한민국을 구하기 위해 장장 1,129일 동안 78만 명이 죽거나 다쳤다. 우리는 이러한 참전용사들의 숭고한 희생을 결코 잊어서는 안 된다. 하지만 6·25전쟁은 전후 세대인 청소년들에게 잊힌 전쟁이 되어가고 있다. 왜일까? 학교에서 배우는 6·25전쟁은 상당 부분 왜곡·축소되어 있다. 주요 서점에 청소년들이 읽을 만한 책을 찾기 힘들다. 이번에 출간한 『할아버지가 들려주는 6·25전쟁 이야기』는 “평화를 원한다면 전쟁에 대비하라”는 교훈을 다시 일깨워준다. 저자인 장삼열 박사는 전쟁사와 UN 평화유지활동 및 이라크전쟁 참전 경험 등을 녹여 미래의 희망인 다음 세대가 쉽게 읽을 수 있도록 당시 사진, 삽화와 함께 스토리텔링으로 풀어냈다.","https://image.aladin.co.kr/product/33255/74/coversum/k142938662_1.jpg","9791197073021","전쟁사와 UN 평화유지활동 및 이라크전쟁 참전 경험 등을 녹여 미래의 희망인 다음 세대가 쉽게 읽을 수 있도록 당시 사진, 삽화와 함께 스토리텔링으로 풀어냈다.","52591","국내도서>역사>한국근현대사>한국전쟁 이후~현재"
"대한민국 정부수립","김인식","대한민국 역사박물관","2014","자료실","9788998443788 ","대한민국 정부수립","대한민국역사박물관","","9791155653852.0","휴먼컬처아리랑","2015-03-30","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1556206%3Ftimestamp%3D20221107225024","https://search.daum.net/search?w=bookpage&bookId=1556206&q=%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD+%EC%A0%95%EB%B6%80%EC%88%98%EB%A6%BD","대한민국역사박물관은 우리나라 최초의 국립 현대사박물관으로 출발하였습니다. 개관이래 우리 박물관은 대한민국의 정체성을 확인하고, 지나온 격동의현대사를 살펴보며 앞으로 나아갈 방향을 모색하고 있습니다. 현대사와 관련된 다양한 주제별 전시, 체계적인 자료 수집·조사·연구, 방대한 자료를 한 곳에 담아내는 아카이브 기능, 다양한 교육 및 홍보 등 박물관 활동의 활성화를 통해 현대사에 대한 풍부한 자료를 제공하며 현대사의 이해를돕고 있습니다.","","","","",""
"대한민국의 태동","이민원","대한민국 역사박물관","2014","자료실","9788998443771 ","대한민국의 태동(대한민국역사박물관 현대사교육총서 1)","대한민국 역사박물관","","9791155658154.0","휴먼컬처아리랑","2015-11-09","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4597310%3Ftimestamp%3D20190301165633","https://search.daum.net/search?w=bookpage&bookId=4597310&q=%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD%EC%9D%98+%ED%83%9C%EB%8F%99%28%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD%EC%97%AD%EC%82%AC%EB%B0%95%EB%AC%BC%EA%B4%80+%ED%98%84%EB%8C%80%EC%82%AC%EA%B5%90%EC%9C%A1%EC%B4%9D%EC%84%9C+1%29","1910년 제국주의 국가 일본에게 나라를 잃고 ‘단군 이래 최대의 비극’을 맞았던 한민족은 1945년 8월 15일 마침내 일제의 식민 통치에서 벗어나게 된다. 제2차 세계대전에서 미국, 영국, 소련 등 연합군이 일본과 그 동맹국에 승리함으로써 한민족은 꿈에도 그리던 해방을 맞은 것이다 이후 1948년까지 남한에서는 미군이, 북한에서는 소련군이 군정을 실시하게 된다. 세계를 자유와 공산 진영으로 가른 미·소 냉전 체제에 의해 38도선을 경계로 국토가 분할되면서 통일된 독립국가 건설의 꿈은 무산되었다. 그렇지만 남한에서는 많은 우여곡절 끝에 자유민주주의 국가 대한민국이 탄생하였다. 이후 북한의 남침에 의한 6·25 전쟁의 참상, 산업화와 민주화 과정의 수많은 시련을 딛고 초고속 성장을 하여 대한민국은 현재의 번영에 이르렀다. 비극에서 번영까지 100년, 이것이 한국인에게 갖는 의미는 무엇인가. 돌이켜보면, 19세기 후반 조선의 개항 이래 대한민국에 이르기까지 한국인은 크게 두 가지 중요한 ‘혁명’을 달성했다. 하나는 국가주권의 확립이고, 다른 하나는 국민주권의 확립이다. 전자는 조선이 중화체제를 벗어나 5백 년간 사대와 조공을 해 온 중국과 대등한 국가 관계를 확립한 것을 말하며, 후자는 군주와 양반 중심의 신분제사회에서 벗어나 모든 국민이 나라의 주인으로서 평등한 주권을 행사하는 민주제도의 확립을 말한다.","https://image.aladin.co.kr/product/6852/41/coversum/k462434977_1.jpg","9791155658154","대한민국역사박물관 현대사교육총서 1권. '개항과 근대화의 시련', '근대국가 건설의 꿈과 좌절', '일제의 식민 통치와 한민족의 독립운동', '전시 체제하의 시련과 광복의 꿈'으로 구성되어 있다.","141","국내도서>역사>한국근현대사>일제치하/항일시대"
"6.25전쟁 1129일","이중근","우정문고","2014","자료실","9791195089079 ","6.25전쟁 1129일(양장본 HardCover)","이중근","","9791195089000.0","우정문고","2013-08-16","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1652296%3Ftimestamp%3D20190131131738","https://search.daum.net/search?w=bookpage&bookId=1652296&q=6.25%EC%A0%84%EC%9F%81+1129%EC%9D%BC%28%EC%96%91%EC%9E%A5%EB%B3%B8+HardCover%29","6·25전쟁 발발부터 정전협정까지 1129일간의 역사 드라마 『6.25전쟁 1129일』. 전쟁 1129일 동안의 날씨, 전황, 국내외 정세, 경제, 문화 등을 사실에 근거하여 일지 형식으로 기술한 편년체 형식의 역사서이다. 펼치는 장마다 60여 년 전 상황이 상세하고도 입체적으로 눈앞에 펼쳐진다.","https://image.aladin.co.kr/product/3073/24/coversum/1195089007_1.jpg","9791195089000","","51407","국내도서>사회과학>국방/군사학>전쟁사"
"Principles of Mathematical Analysis","Walter Rudin","McGRAW-HILL","1976","자료실","007054234x","Principles of Mathematical Analysis","Rudin Walter","","9780070542358.0","McGraw-Hill","1976-01-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1805425%3Ftimestamp%3D20190201082109","https://search.daum.net/search?w=bookpage&bookId=1805425&q=Principles+of+Mathematical+Analysis","The third edition of this well known text continues to provide a solid foundation in mathematical analysis for undergraduate and first-year graduate students. The text begins with a discussion of the real number system as a complete ordered field. (Dedekind's construction is now treated in an appendix to Chapter I.) The topological background needed for the development of convergence, continuity, differentiation and integration is provided in Chapter 2. There is a new section on the gamma function, and many new and interesting exercises are included.This text is part of the Walter Rudin Student Series in Advanced Mathematics.","https://image.aladin.co.kr/product/104/24/coversum/007054235x_2.jpg","9780070542358","","104473","외국도서>과학/수학/생태>수학>일반"
"(성적이 오르고 머리가 좋아지는)셜록 홈즈 E 베스트 컬렉션","꿈꾸는세발자전거 지음","미다스북스","2013","자료실","9788966370801 ","셜록 홈즈 E 베스트 컬렉션. C(성적이 오르고 머리가 좋아지는)","아서 코난 도일","꿈꾸는 세발자전거 (엮고옮김)","9788966370795.0","미다스북스","2013-10-21","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F927487%3Ftimestamp%3D20211008201815","https://search.daum.net/search?w=bookpage&bookId=927487&q=%EC%85%9C%EB%A1%9D+%ED%99%88%EC%A6%88+E+%EB%B2%A0%EC%8A%A4%ED%8A%B8+%EC%BB%AC%EB%A0%89%EC%85%98.+C%28%EC%84%B1%EC%A0%81%EC%9D%B4+%EC%98%A4%EB%A5%B4%EA%B3%A0+%EB%A8%B8%EB%A6%AC%EA%B0%80+%EC%A2%8B%EC%95%84%EC%A7%80%EB%8A%94%29","성적이 오르고 머리가 좋아지는『셜록 홈즈 E 베스트 컬렉션. C』. 원작자의 원문을 그대로 수록하여, 셜록 홈즈에 나오는 어휘를 활용하여 수능 및 각종시험을 준비할 수 있도록 구성한 책이다. 각 에피소드의 도입에 간단한 줄거리를 소개해 놓아 본문 내용을 미리 파악할 수 있으며, 수능에 자주 쓰이는 필수 어휘는 초록색으로 강조하였다. 해석이 맞는지 확인할 수 있도록 각 편마다 번역본을 추가하고, 해당 페이지를 표시하여 필요한 부분을 쉽게 찾을 수 있도록 하였다.","https://image.aladin.co.kr/product/3277/9/coversum/8966370799_1.jpg","9788966370795","셜록 홈즈 시리즈와 수능 영어 단어를 결합시킨 영어 학습서이다. 셜록 홈즈를 읽음과 동시에 영어의 기초가 되는 독해력을 일찍부터 높일 수 있고 전문가가 엄선해놓은 필수 영단어를 익히며 어휘력을 키울 수 있다.","50759","국내도서>청소년>청소년 문학>청소년 소설"
"모양","필립 볼 지음;조민웅 옮김","사이언스북스","2014","자료실","9788983716507 ","슬픔의 모양","이석원","","9791194330813.0","김영사","2024-11-30","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F6781672%3Ftimestamp%3D20250110153206","https://search.daum.net/search?w=bookpage&bookId=6781672&q=%EC%8A%AC%ED%94%94%EC%9D%98+%EB%AA%A8%EC%96%91","《보통의 존재》《언제 들어도 좋은 말》의 작가 이석원이 전하는, 나와 꼭 닮은 한 가족의 기쁨과 슬픔  아버지가 갑자기 쓰러지시던 날, 가족의 시간은 각자 다르게 흐르기 시작한다. 완전히 바뀐 하루를 살고 매일 밤 부모님이 사시던 아파트를 찾아가 불 꺼진 빈방을 올려다보는 아들 석원. 《슬픔의 모양》은 언제 끝날지 어떻게 끝날지 알 수 없는 긴 병간호와 조금씩 예민해지는 가족들 그리고 언젠가 홀로 남겨질 자신의 시간을 이석원 작가 특유의 솔직하고 섬세한 시선으로 담아낸 산문집이다.  가까이 다가가면 화가 나기도 하고 때로는 슬퍼지기도 해서 거리를 두고 싶지만, 그럼에도 가족은 형언할 수 없는 거대하고 복잡한 운명을 주고받는 존재들. 이 사실을 다시금 생각하게 하는 이 글을 통해 저자는 미워할 수만은 없는, 꼭 내 가족 같은 기시감이 드는 한 가족의 다양한 얼굴을 생생하게 보여준다.  《슬픔의 모양》은 이별이라는 우리 앞에 언젠가 당도할 슬픔을, 그 어쩔 수 없음을 받아들여야 하는 마음을, 멀리서 보면 비극이지만 가까이서 보면 희극인 일상의 순간순간을, 그 순간순간의 소중함에 대해서 이야기하는 이석원만의 흡입력 강한 글이다.","https://image.aladin.co.kr/product/35290/1/coversum/k002934653_1.jpg","9791194330813","아버지가 갑자기 쓰러지시던 날, 가족의 시간은 각자 다르게 흐르기 시작한다. 언제 끝날지 어떻게 끝날지 알 수 없는 긴 병간호와 조금씩 예민해지는 가족들 그리고 언젠가 홀로 남겨질 자신의 시간을 이석원 작가 특유의 솔직하고 섬세한 시선으로 담아낸 산문집이다.","51371","국내도서>에세이>한국에세이"
"홍도","김대현 지음","다산북스","2013","자료실","9781130600391 ","홍도","김은길","","9788992143981.0","드림북","2018-12-25","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4867654%3Ftimestamp%3D20230905161542","https://search.daum.net/search?w=bookpage&bookId=4867654&q=%ED%99%8D%EB%8F%84","오랫동안 홍도의 모습을 담아왔던 저자의 사진집이다. 긴 세월이 담긴 홍도의 모습은 저자가 고향을 생각하는 마음과 애정이 고스란히 묻어난다.","https://image.aladin.co.kr/product/17943/80/coversum/8992143982_1.jpg","9788992143981","","51063","국내도서>예술/대중문화>사진>사진집"
"Harry Potter and the half-blood prince. 6: and the half-blood prince"," J. K. Rowling;ill. by Marry Grandpre","Scholastic","2005","자료실","155192756x","Harry Potter and the Half-Blood Prince (Book 6)","조앤 K. 롤링","","9780439785969.0","Scholastic","2006-09-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F2105070%3Ftimestamp%3D20250211113930","https://search.daum.net/search?w=bookpage&bookId=2105070&q=Harry+Potter+and+the+Half-Blood+Prince+%28Book+6%29","드디어 나온 해리포터 6권 페이퍼백! 무게도 가볍게, 가격도 가볍게! 국내 최저가 판매!   Harry Potter 시리즈 모두보기 -> Click!     Winner of the 2005 Quill Awards Book of the Year & Children's Chapter Book/Middle Grade Category  Harry Potter and the Half-Blood Prince by J.K. Rowling, the sixth book in the bestselling series, has been scheduled for release on July 16, 2005 in the United States, Britain, Canada and Australia. In making the joint announcement, Barbara Marcus, President of Scholastic Children's Books in the United States, and Nigel Newton, Chief Executive of Bloomsbury Publishing in Britain, said, ""We are delighted to announce the publication date. J.K. Rowling has written a brilliant story that will dazzle her fans in a marvelous book that takes the series to yet greater heights. Harry Potter and the Half-Blood Prince delivers all the excitement and wonder of her bestselling previous Harry Potter novels.""  In the fifth and most recent book, Harry Potter and the Order of the Phoenix, the last chapter, titled ""The Second War Begins,"" started:  'In a brief statement Friday night, Minister of Magic Cornelius Fudge confirmed that He-Who-Must-Not-Be-Named has returned to this country and is active once more. ""It is with great regret that I must confirm that the wizard styling himself Lord - well, you know who I mean - is alive among us again,"" said Fudge.'  Harry Potter and the Half-Blood Prince takes up the ...story of Harry Potter's sixth year at Hogwarts School of Witchcraft and Wizardry at this point in the midst of the storm of this battle of good and evil. The author has already said that the Half-Blood Prince is neither Harry nor Voldemort. And most importantly, the opening chapter of Harry Potter and the Half-Blood Prince has been brewing in J.K. Rowling's mind for 13 years.   --- FROM THE PUBLISHER","https://image.aladin.co.kr/product/66/33/coversum/0439785960_1.jpg","9780439785969","'Half blood prince'는 용감하고 자격이 있는 왕자란 뜻의 'full blood prince'를 약간 비꼬는 말로, 대접받을 자격이 없거나 비겁한 왕자를 지칭할 때 주로 사용된다고. 이 제목은 원래 2편 <비밀의 방>에 쓰려고 했던 것이라고 하며, 여기서 말하는 'half blood prince'는 해리 포터도, 볼드모트도 아니라고 했다.","106216","외국도서>어린이>동화책>고전/명작"
"Harry Potter and the Goblet of Fire. 4: and the Goblet of Fire","J.K. Rowling 지음","스콜아스틱","2000","자료실","439139600 ","Harry Potter and the Goblet of Fire (Book 4) (Audio CD) [Unabridged]","조앤 K. 롤링","","9780807282595.0","Random House","2000-07-08","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1793525%3Ftimestamp%3D20230307193100","https://search.daum.net/search?w=bookpage&bookId=1793525&q=Harry+Potter+and+the+Goblet+of+Fire+%28Book+4%29+%28Audio+CD%29+%5BUnabridged%5D","* 책은 별도로 구매하셔야 합니다.     Harry Potter returns to Hogwarts for his fourth year of magical adventures in Harry Potter and the Goblet of Fire. This year Harry turns 14 and becomes interested in girls -- one in particular. And with Dark Magic comes danger, as someone close to Harry dies. You'll have to listen to learn more! The audio is available on July 8th.    * Running Time: 17 CDs / 20 Hours 30 Mins  * Read by Jim Dale    ---Form the Publisher","https://image.aladin.co.kr/product/25/98/coversum/080728259d_1.jpg","9780807282595","","106216","외국도서>어린이>동화책>고전/명작"
"Harry Potter and the chamber of secrets. 2: and the chamber of secrets","by J. K. Rowling;ill. by Marry Grandpre","Scholastic","1999","자료실","439064872 ","해리 포터와 비밀의 방 2(해리포터 20주년 개정판)","조앤 K. 롤링","강동혁","9788983927651.0","문학수첩","2019-11-19","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5134354%3Ftimestamp%3D20241127133757","https://search.daum.net/search?w=bookpage&bookId=5134354&q=%ED%95%B4%EB%A6%AC+%ED%8F%AC%ED%84%B0%EC%99%80+%EB%B9%84%EB%B0%80%EC%9D%98+%EB%B0%A9+2%28%ED%95%B4%EB%A6%AC%ED%8F%AC%ED%84%B0+20%EC%A3%BC%EB%85%84+%EA%B0%9C%EC%A0%95%ED%8C%90%29","선과 악의 대립 속에서 평범한 어린 소년이 한 사람의 영웅으로 성장해나가는 보편적인 테마를 바탕으로 빈틈없는 소설적 구성과 생생하게 살아 있는 캐릭터, 정교하게 만들어낸 환상의 세계를 접목시킨 21세기의 고전 『해리 포터와 비밀의 방』 20주년 개정판. 해리 포터를 처음 만나는 어린 세대가 20년이 지나 성인의 눈높이에서 읽어도 어색함 없이 책을 통해 해리 포터 세계를 경험하며 기쁨을 만끽할 수 있도록 고전의 깊이로 담아냈다.    더즐리 이모부네 집에서 끔찍한 방학을 보내던 해리에게 도비라는 집요정이 나타나 학교로 돌아가지 말라고 경고한다. 그 말을 무시하고 호그와트로 돌아간 해리는 머글 출신 아이들을 대상으로 한 의문의 습격 사건에 연루된다. ‘슬리데린의 후계자’가 비밀의 방을 열고 괴물을 풀어줬다는 소문이 돌고, 해리는 뱀의 말을 할 줄 안다는 이유로 습격사건의 범인으로 모함을 받는다. 헤르미온느마저 습격사건의 피해자가 되고 론의 동생 지니가 납치당해 사라지자, 해리와 론은 직접 비밀의 방을 찾아 지니를 구해오기로 하는데…….","https://image.aladin.co.kr/product/21574/18/coversum/8983927658_2.jpg","9788983927651","이번 15주년 기념 개정판은 손에 잘 잡히는 작은 판형으로 재구성되었다. 특히 하드커버와 페이퍼백을 각기 제작해 하드커버에는 영문 로고를, 페이퍼백에는 새롭게 디자인한 한글 로고를 사용하여 독자들의 선택 폭을 넓혔다.","51120","국내도서>소설/시/희곡>판타지/환상문학>외국판타지/환상소설"
"(Principles of)Modern Chemistry","David W. Oxtoby;H.P. Gillis;Norman H. Nachtrieb","Thomson","2002","자료실","30353734 ","Principles of Modern Chemistry","Oxtoby David","","9781111427832.0","Brooks Cole Pub Co","2012-02-07","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F2886301%3Ftimestamp%3D20190216120025","https://search.daum.net/search?w=bookpage&bookId=2886301&q=Principles+of+Modern+Chemistry","Long considered the standard for covering chemistry at a high level, PRINCIPLES OF MODERN CHEMISTRY, 7e, International Edition continues to set the standard as the most modern, rigorous, and chemically and mathematically accurate book on the market. Thoroughly revised and updated throughout to strengthen its sound ""atoms first"" approach, this authoritative book now features new content, and new art. In addition, the text is now more reader friendly without compromising its rigor. End-of-chapter learning aids now focus on only the most important key objectives, equations and concepts, making it easier for readers to locate chapter content, while new applications to a wide range of disciplines, such as biology, chemical engineering, biochemistry, and medicine deepen readers’ understanding of the relevance of chemistry in today’s world.","https://image.aladin.co.kr/product/1531/79/coversum/1111427836_1.jpg","9781111427832","","103557","외국도서>기술공학>기술공학>일반"
"어떻게 살인자를 변호할 수 있을까?. 2","페르디난트 폰 쉬라크 지음;방현일 옮김","갤리온(웅진씽크빅)","2011","자료실","978890118369 ","어떻게 살인자를 변호할 수 있을까 2","페르디난트 폰 쉬라크","김희상","9788901118369.0","갤리온","2011-03-11","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F348844%3Ftimestamp%3D20230926152335","https://search.daum.net/search?w=bookpage&bookId=348844&q=%EC%96%B4%EB%96%BB%EA%B2%8C+%EC%82%B4%EC%9D%B8%EC%9E%90%EB%A5%BC+%EB%B3%80%ED%98%B8%ED%95%A0+%EC%88%98+%EC%9E%88%EC%9D%84%EA%B9%8C+2","베를린 형법 전문 변호사가 약자의 편에 서서 활약한 경험을 묶은 책『어떻게 살인자를 변호할 수 있을까?』 제2권. 1994년부터 베를린에서 변호사로 활동하고 있는 저자 페르디난트 폰 쉬라크가 인간과 범죄에 관한 이야기를 들려준다. 자신을 10년 동안 학대하고, 이제는 딸을 겁탈하겠다는 남편을 죽인 아내가 ‘무죄’ 선고를 받은 사연, 평범하게 살던 한 남자가 아동 성추행 혐의로 10년간 징역을 살았지만, 알고 보니 다른 사람에 의해 꾸며진 일이었다는 것 등, 그가 16년 동안 담당했던 1,500여 사건 중 고른 충격적인 15편을 담았다.","https://image.aladin.co.kr/product/1110/0/coversum/890111836x_1.jpg","9788901118369","50주 연속 베스트셀러, 30개국 번역 출간 등 2009년 독일 출판계의 기록을 새로 쓰며 화제를 모았던 페르디난트 폰 쉬라크가 전편보다 더 놀랍고 충격적인 15편의 이야기로 돌아왔다. 독일 언론들로부터 전작을 압도하는 속편이라는 평가를 받은 이 책은 평범한 소시민들의 범죄를 통해 우리 자신을 돌아보게 하는 기회를 제공한다.","51348","국내도서>사회과학>법과 생활>법률이야기/법조인이야기"
"삼국지","한용운 지음;권영민 엮음","태학사","2011","자료실","9788959664511 ","삼국지 원전 세트","","바른번역","9791190669030.0","코너스톤","2020-03-09","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5254293%3Ftimestamp%3D20250225133918","https://search.daum.net/search?w=bookpage&bookId=5254293&q=%EC%82%BC%EA%B5%AD%EC%A7%80+%EC%9B%90%EC%A0%84+%EC%84%B8%ED%8A%B8","세 번 이상 읽지 않으면 인생을 논하지 말라는 바로 그 책, 아시아에서 가장 유명하고 누구나 다 아는 나관중의 《삼국지통속연의》가 일본 대중문학의 최고봉이라 평가받는 요시카와 에이지를 만나 코너스톤에서 삼국지 원전 완역판 세트(전10권)》로 출간되었다.  〈삼국지〉는 중국의 후한 말부터 100여 년간 이어진 영웅호걸들의 흥망치란을 한데 담아낸 역사 소설로, 오늘날까지 많은 사랑을 받는 고전 작품 중 하나다. 그중 요시카와 에이지판은 나관중 원작의 고전에 가장 충실하면서도 생동감 넘치는 인물 묘사와 역사적 사실에 대한 재해석으로 역사소설로도, 작가만의 특색을 고스란히 담아낸 번역으로도 높은 평가를 받고 있는 작품이다.  코너스톤에서 만나는 〈삼국지〉는 역사소설계에서 내로라하는 아시아의 두 거장, 나관중과 요시카와 에이지가 만나 완성된 명작을 세세한 상황과 인물의 심리 묘사를 통해 마치 새로운 작품을 읽는 듯한 느낌을 받을 수 있다. 긴장감 넘치도록 생생히 그려지는 장면을 따라가며 자연스레 인간의 흥망성쇠를 엿볼 수 있는 요시카와 에이지판의 〈삼국지〉 최신 원전 완역판을 지금 바로 만나보자!","https://image.aladin.co.kr/product/23413/54/coversum/k072638169_1.jpg","9791190669030","삼국지는 중국의 후한 말부터 100여 년간 이어진 영웅호걸들의 흥망치란을 한데 담아낸 역사 소설로, 오늘날까지 많은 사랑을 받는 고전 작품 중 하나다. 그중 요시카와 에이지판은 나관중 원작의 고전에 가장 충실하면서도 생동감 넘치는 인물 묘사와 역사적 사실에 대한 재해석으로 높은 평가를 받고 있는 작품이다.","51124","국내도서>소설/시/희곡>역사소설>외국 역사소설"
